document,text
doc_10_TheBeatles,"The Beatles were an English rock band formed in Liverpool in 1960.. The album was supplemented by the four tracks already released on their first two singles.. They were integral to the development of 1960s counterculture and popular musics recognition as an art form.. McCartney and Starr remain musically active.. Magical Mystery Tour and Yellow Submarine Two Beatles film projects were conceived within weeks of completing Sgt.. Peppers Lonely Hearts Club Band on the Road opened.. The Beatles were like aliens dropped into the United States of 1964."". A further nine successful concerts followed in other American cities.. The Beatles were like aliens dropped into the United States of 1964."". Harrison thus owns the rights to his later Beatles songs such as ""While My Guitar Gently Weeps"" and ""Something"".. Harrison rewrote the lyrics of his song ""All Those Years Ago"" in Lennons honour.. It sustained its immense popularity into the 21st century while breaking numerous sales records.. He recalled the bands insistence ""that everything on Sgt.. McCartney and Sony agreed to a confidential settlement in June 2017.. Its lyric content was the focus of much analysis by the counterculture.. Epstein accused Datebook of having taken Lennons words out of context.. Hed let us have our own sense of individuality."". The campaign also saw the use of rhetoric based on Hindutva by BJP leaders in certain states.. Pepper foremost on its list of the greatest albums of all time.. Harrison rewrote the lyrics of his song ""All Those Years Ago"" in Lennons honour.. Many artists have acknowledged the Beatles influence and enjoyed chart success with covers of their songs.. Martin said that the project was ""not at all a happy recording experience.. Hed let us have our own sense of individuality."". It held the top spot for 21 weeks with a chart life of 40 weeks.. This three wicket change the result of test match from draw to win of India."
doc_11_TheBeatles,"Harrison called Rubber Soul his ""favourite album"" and Starr referred to it as ""the departure record"".. Time magazine named them among the 20th centurys 100 most important people.. McCartney has recalled that the album ""wasnt a pleasant one to make"".. The authorities arranged for Harrisons deportation in late November.. This tour used coloured panels and was one of the last Stones tours to do so before switching to devices such as video screens.. It sustained its immense popularity into the 21st century while breaking numerous sales records.. Martin said that the project was ""not at all a happy recording experience.. The compilation had sold 31 million copies globally by April 2009.Harrison died from metastatic lung cancer in November 2001.. He was also declared winner of the Time magazine readers poll for Person of the Year in 2014 and 2016.. The resulting riots endangered the group and they escaped the country with difficulty.. That December saw the release of another 59 Beatles recordings on iTunes.. The bands concert at San Franciscos Candlestick Park on 29 August was their last commercial concert.. He is widely regarded as one of the greatest batsmen in the history of cricket.. We thought there was more to him than there was.. Martins first recording session with the Beatles took place at EMIs Abbey Road Studios in London on 6 June 1962.. The album was supplemented by the four tracks already released on their first two singles.. Its lyric content was the focus of much analysis by the counterculture.. Epstein accused Datebook of having taken Lennons words out of context.. A further nine successful concerts followed in other American cities.. Its lyric content was the focus of much analysis by the counterculture.. By 1963 they were finding their musical stride as well as popularity.. Tendulkar would practice for hours on end in the nets.. Bachchan was crowned as Superstar of the Millennium in 2000 at the Filmfare Awards.. Oldham described the first batch as ""soppy and imitative"".. We had microphones right down in the bells of brass instruments and headphones turned into microphones attached to violins."
doc_12_AmitabhBachchan,"6 in the UK and No.. In 1972 he made an appearance in the road action comedy Bombay to Goa directed by S. Ramanathan which was moderately successful.. The show became a massive hit with audiences and broke many TRP Records.. His role as a doctor with a cynical view of life garnered Bachchan his first Filmfare Best Supporting Actor award.. The new ministry also removed or diluted a number of laws related to environmental protection.. His first year as prime minister saw significant centralisation of power relative to previous administrations.. The film was based on the hijacking incident of the Indian Airlines Flight 814.. Bachchan was again nominated for the Filmfare Best Actor Award for his role in the film.. The film evoked a favourable response from critics and audiences alike.. Bachchans performance in the film saw him nominated for both the Filmfare Best Actor Award and the Filmfare Award for Best Male Playback Singer.. The film evoked a favourable response from critics and audiences alike.. Its them twisting it that ruins it for me."". He also entered politics for a time in the 1980s.. Modis administration has tried to raise foreign direct investment in the Indian economy and reduced spending on healthcare and social welfare programmes.. Peppers Lonely Hearts Club Band on the Road opened.. In 1972 he made an appearance in the road action comedy Bombay to Goa directed by S. Ramanathan which was moderately successful.. Indiatimes Movies ranks Deewaar amongst the Top 25 Must See Bollywood Films.. General consensus is that Bachchan in his slogan most probably meant Khalistani terrorists and modules active in the country at that point of time and not the Sikh community in general.. Teji had some influence in Amitabh Bachchans choice of career because she always insisted that he should ""take the centre stage"".The actor who Bachchan credits as having the biggest impact on him was Dilip Kumar.. The film premiered at the 2007 Toronto International Film Festival on 9 September 2007.. Bachchan was performing his own stunts in the film and one scene required him to fall onto a table and then on the ground.. Bachchan declined any remuneration for this film.In 2013 he made his Hollywood debut in The Great Gatsby making a special appearance opposite Leonardo DiCaprio and Tobey Maguire.. That same year he played a double role in the hit Adalat as father and son.. The film evoked a favourable response from critics and audiences alike.. Id grown sick to death of the whole Maharishi guru shit and the beads and bells."
doc_13_AmitabhBachchan,"Early life and family Bachchan was born in Allahabad.. Bachchan declined any remuneration for this film.In 2013 he made his Hollywood debut in The Great Gatsby making a special appearance opposite Leonardo DiCaprio and Tobey Maguire.. Business investments Amitabh Bachchan has invested in many upcoming business ventures.. Television cameras picked up images that suggested Tendulkar may have been involved in cleaning the seam of the cricket ball.. India went on to win that match.. It won him his third National Film Award for Best Actor and fifth Filmfare Best Actor Award.. Early life and family Bachchan was born in Allahabad.. He was framed in the scam and falsely alleged.. Epstein accused Datebook of having taken Lennons words out of context.. He narrated part of the film Bawarchi.. The performance won Bachchan his fourth National Film Award for Best Actor and his third Filmfare Critics Award for Best Actor.. He received positive reviews from critics who hailed his performance as his best ever since Black.. Bachchans performance in the film received acclaim.. He is widely regarded as one of the greatest batsmen in the history of cricket.. It was a top ten hit in both Britain and America.. Early life and family Bachchan was born in Allahabad.. The film was based on the hijacking incident of the Indian Airlines Flight 814.. Bachchan continued to host KBC until 2017.. Amitabh was required to use his singing voice for the first time in a song from the film Mr. Natwarlal in which he starred with Rekha.. Bachchan was performing his own stunts in the film and one scene required him to fall onto a table and then on the ground.. McCartney has recalled that the album ""wasnt a pleasant one to make"".. Bachchan lent his voice as a narrator to the 2001 movie Lagaan which was a super hit.. He was framed in the scam and falsely alleged.. General consensus is that Bachchan in his slogan most probably meant Khalistani terrorists and modules active in the country at that point of time and not the Sikh community in general.. In June 2019 he cleared debts of 2100 farmers from Bihar.Bachchan was made a UNICEF goodwill ambassador for the polio Eradication Campaign in India in 2002."
doc_14_TheRollingStones,"Authorities had issued a warrant for Richards arrest and the other band members had to return briefly to France for questioning.. The bands concert at San Franciscos Candlestick Park on 29 August was their last commercial concert.. The compilation featured eight songs the band had never recorded or released commercially.. The Hells Angels biker gang provided security.. Stadium shows provided a new challenge for the band.. Designer John Pasche created the logo following a suggestion by Jagger to copy the out stuck tongue of the Hindu goddess Kali.. Their first concert was on 12 July 1962 at the Marquee Club in London.. The bands name was changed shortly after their first gig to ""The Rolling Stones"".. Richards called it ""a bridge into thinking about writing for the Stones.. They objected to playing the Chuck Berry and Bo Diddley songs preferred by Jagger and Richards.. Harrison called Rubber Soul his ""favourite album"" and Starr referred to it as ""the departure record"".. Authorities had issued a warrant for Richards arrest and the other band members had to return briefly to France for questioning.. They performed the same set list as their 1969 concert at the venue.. The Netherlands was chosen because it does not directly tax royalty payments.. Up until then it had been as though London existed in a beautiful space where you could do anything you wanted."". At their second show in London Eric Clapton and Florence Welch joined the group onstage.. 3 in the UK and No.. 3 in the UK and No.. In some markets an alternate cover was released because of the perceived offensive nature of the original at the time.. Rock and Roll Hall of Fame.. A digitally remastered version of the film was shown in select cinemas across the US.. Emotional Rescue hit the top of the charts on both sides of the Atlantic and the title track reached No.3 in the US.. 12 in the UK and No.. Both Beck and Irish blues rock guitarist Rory Gallagher later claimed they had played without realising they were being auditioned.. 3 in the UK and No."
doc_15_NarendraModi,"International humanitarian aid organisation Medecins Sans Frontieres was among the groups that were put under pressure.. Modi travelled around India for two years and visited a number of religious centres before returning to Gujarat.. In the show he trekked the jungles and talked about nature and wildlife conservation with Grylls.. ... at the beginning of the show the stage was completely covered with a kind of sheath gauze.. The train carried a large number of Hindu pilgrims returning from Ayodhya after a religious ceremony at the site of the demolished Babri Masjid.. In February 2019 India carried out airstrikes in Pakistan against a supposed terrorist camp.. His first year as prime minister saw significant centralisation of power relative to previous administrations.. Modi was forced to go underground in Gujarat and frequently travelled in disguise to avoid arrest.. The campaign also saw the use of rhetoric based on Hindutva by BJP leaders in certain states.. He was again sworn in as Prime minister on 30 May 2019.. He was also declared winner of the Time magazine readers poll for Person of the Year in 2014 and 2016.. He was also declared winner of the Time magazine readers poll for Person of the Year in 2014 and 2016.. State honours Notes References Bibliography External links Official Biographical Sketch in Lok Sabha Website. He acknowledged his wife for the first time when he filed his nomination for the 2014 general elections.. It performed particularly well in parts of the country that had recently experienced violence between Hindus and Muslims.. The campaign also saw the use of rhetoric based on Hindutva by BJP leaders in certain states.. Modis administration has tried to raise foreign direct investment in the Indian economy and reduced spending on healthcare and social welfare programmes.. It was Andrew Oldhams last venture as the Rolling Stones producer.. He was hospitalised with reported mild symptoms of the disease on 11 July.. The Supreme Court ordered the land to be handed over to a trust to build the Hindu temple.. The new ministry also removed or diluted a number of laws related to environmental protection.. Modi refused to remove a government minister from her position after a popular outcry resulted from her referring to religious minorities as ""bastards."". It also ordered the government to give alternate 5 acre land to Sunni Waqf Board for the purpose of building a mosque.. Development debate A contentious debate surrounds the assessment of Gujarats economic development during Modis tenure as chief minister.. In 2013 the state ranked 10th of 21 Indian states in the Human Development Index."
doc_16_NarendraModi,"Modi refused to remove a government minister from her position after a popular outcry resulted from her referring to religious minorities as ""bastards."". He was again sworn in as Prime minister on 30 May 2019.. Second term During Modis second term the rhetoric of the government shifted from Hindutva to Gujarats economic development.. It also ordered the government to give alternate 5 acre land to Sunni Waqf Board for the purpose of building a mosque.. ... at the beginning of the show the stage was completely covered with a kind of sheath gauze.. Peppers Lonely Hearts Club Band on the Road opened.. Modi was ranked fifth on Fortune Magazines first annual list of the ""Worlds Greatest Leaders"" in 2015.. The Naga insurgency in northeast India had begun in the 1950s.. All of them were successful at the box office.. Modi was appointed Chief Minister of Gujarat in 2001 due to Keshubhai Patels failing health and poor public image following the earthquake in Bhuj.. Modi was forced to go underground in Gujarat and frequently travelled in disguise to avoid arrest.. 1 in the UK and No.. The administration plans to construct 60 million toilets by 2019.. During his 2012 campaign he twice refused to wear articles of clothing gifted by Muslim leaders.. His first year as prime minister saw significant centralisation of power relative to previous administrations.. Prime Minister Governance and other initiatives Modi was sworn in as the Prime Minister of India on 26 May 2014.. Several other companies followed the Tata to Gujarat.The Modi government finished the process of bringing electricity to every village in Gujarat that its predecessor had almost completed.. The Naga insurgency in northeast India had begun in the 1950s.. He was again sworn in as Prime minister on 30 May 2019.. Sangh organisations were no longer consulted or informed in advance about Modis administrative decisions.. The BJPs campaign was assisted by its wide influence in the media.. His policies during his second term have been credited with reducing corruption in the state.. The governments decision to move the bodies of the train victims from Godhra to Ahmedabad further inflamed the violence.. It performed particularly well in parts of the country that had recently experienced violence between Hindus and Muslims.. The BJP did not nominate any Muslim candidates for the assembly election of 2012."
doc_17_TheRollingStones,"He was framed in the scam and falsely alleged.. Opening acts included Living Colour and Guns N Roses.. The Rolling Stones have inspired and mentored new generations of musical artists both as a band and individually.. Independent sources put the death toll at over 2000.. He was arrested and charged with possession of cannabis.. Richards and Taylor often met Jagger at his house.. The song was reportedly almost dropped from the album because of objections from Richards.. The venues were large enough in size that the band became ""like ants"" to audience members.. Jagger met Richards again on 17 October 1961 on platform two of Dartford railway station.. Mostly acoustic numbers from various concerts and rehearsals made up Stripped which reached No.. Emotional Rescue hit the top of the charts on both sides of the Atlantic and the title track reached No.3 in the US.. 2 in both the UK and US.. Sticky Fingers reached number one in both the UK and the US.. It took him 78 ODIs to score his first century.. Nobody talked about my 99 hundreds.. Stadium shows provided a new challenge for the band.. Opening acts included Living Colour and Guns N Roses.. It was Andrew Oldhams last venture as the Rolling Stones producer.. 2 in both the UK and US.. He was the highest run scorer of the 1996 Cricket World Cup with a total of 523 runs and also of the 2003 Cricket World Cup with 673 runs.. The tongue and lips design was part of a package that VH1 named the ""No.. The Rolling Stones played a private tribute concert for him at Londons 100 Club in February 1986.. He started a monthly radio programme titled ""Mann Ki Baat"" on 3 October 2014.. These twin knocks were also known as the Desert Storm innings.. Bachchan continued to host KBC until 2017."
doc_18_AmitabhBachchan,The stated goals of the campaign included eliminating open defecation and manual scavenging within five years.. That same year he played a double role in the hit Adalat as father and son.. It won him his third National Film Award for Best Actor and fifth Filmfare Best Actor Award.. He was hospitalised with reported mild symptoms of the disease on 11 July.. Business investments Amitabh Bachchan has invested in many upcoming business ventures.. He was framed in the scam and falsely alleged.. Business investments Amitabh Bachchan has invested in many upcoming business ventures.. In June 2019 he cleared debts of 2100 farmers from Bihar.Bachchan was made a UNICEF goodwill ambassador for the polio Eradication Campaign in India in 2002.. He was framed in the scam and falsely alleged.. He spend 613 minute at crease.. International humanitarian aid organisation Medecins Sans Frontieres was among the groups that were put under pressure.. His policies during his second term have been credited with reducing corruption in the state.. Bachchan was eventually found not guilty of involvement in the ordeal.. His performance won him his second Filmfare Best Actor Award.. The Show also grabbed all the major Awards for its category.. India defeated Sri Lanka in the final.. Bachchan was again nominated for the Filmfare Best Actor Award for his role in the film.. Bachchans performance in the film saw him nominated for both the Filmfare Best Actor Award and the Filmfare Award for Best Male Playback Singer.. He was framed in the scam and falsely alleged.. The performances earned him respect from Australian cricket fans and players.. Indiatimes Movies ranks Deewaar amongst the Top 25 Must See Bollywood Films.. Taped copies of the song soon circulated among other radio stations throughout the US.. See also List of awards and nominations received by Amitabh Bachchan List of Bollywood actors List of Indian film actors  Explanatory notes References Further reading External links  Media related to Amitabh Bachchan at Wikimedia Commons  Amitabh Bachchans official blog Amitabh Bachchan on IMDb Amitabh Bachchan at Bollywood Hungama Amitabh Bachchan on Twitter British Academy of Film and Television Arts brochure. Bachchan continued to host KBC until 2017.. Their concert on 25 March 2016 in Cuba was commemorated in the film Havana Moon.
doc_19_NarendraModi,The Indian media claimed that up to 50 terrorists and Pakistani soldiers had been killed in the strike.. Modi was forced to go underground in Gujarat and frequently travelled in disguise to avoid arrest.. Second term During Modis second term the rhetoric of the government shifted from Hindutva to Gujarats economic development.. International humanitarian aid organisation Medecins Sans Frontieres was among the groups that were put under pressure.. Several other companies followed the Tata to Gujarat.The Modi government finished the process of bringing electricity to every village in Gujarat that its predecessor had almost completed.. He is the first Indian to win the award.. He asked the national government to allow states to invoke tougher laws in the wake of the 2006 Mumbai train bombings.. The authorities arranged for Harrisons deportation in late November.. Several deaths were linked to the rush to exchange cash.. Development debate A contentious debate surrounds the assessment of Gujarats economic development during Modis tenure as chief minister.. In the show he trekked the jungles and talked about nature and wildlife conservation with Grylls.. Bachchan was crowned as Superstar of the Millennium in 2000 at the Filmfare Awards.. Modi was elected to the legislative assembly soon after.. The government also announced plans to build new sewage treatment plants.. The budget was viewed positively by private insurance providers.. Cases of sedition were filed against individuals criticising the government.. He asked the national government to allow states to invoke tougher laws in the wake of the 2006 Mumbai train bombings.. I was fucking pissed with being busted.. He was the Chief Minister of Gujarat from 2001 to 2014 and is the Member of Parliament for Varanasi.. The administration plans to construct 60 million toilets by 2019.. Muddy Waters was quoted as saying that the Rolling Stones and other English bands piqued the interest of American youth in blues musicians.. The military budget declined over Modis tenure both as a fraction of GDP and when adjusted for inflation.. He became the first Prime Minister born after Indias independence from the British Empire.. He was the Chief Minister of Gujarat from 2001 to 2014 and is the Member of Parliament for Varanasi.. The focus on Modi as an individual was unusual for a BJP election campaign.
doc_20_NarendraModi,"The focus on Modi as an individual was unusual for a BJP election campaign.. Modi invited all the other leaders of SAARC countries to his swearing in ceremony as prime minister.. The state government stated later that 790 Muslims and 254 Hindus were killed.. Modi has relied upon his reputation as a politician able to bring about economic growth and ""development"".. Links between the BJP and the RSS grew stronger under Modi.. Prime Minister Governance and other initiatives Modi was sworn in as the Prime Minister of India on 26 May 2014.. In the show he trekked the jungles and talked about nature and wildlife conservation with Grylls.. Sixty of the 112 tehsils which had depleted the water table in 2004 had regained their normal groundwater levels by 2010.. During his 2012 campaign he twice refused to wear articles of clothing gifted by Muslim leaders.. Bachchan was crowned as Superstar of the Millennium in 2000 at the Filmfare Awards.. Several other companies followed the Tata to Gujarat.The Modi government finished the process of bringing electricity to every village in Gujarat that its predecessor had almost completed.. He acknowledged his wife for the first time when he filed his nomination for the 2014 general elections.. In 2008 Modi offered land in Gujarat to Tata Motors to set up a plant manufacturing the Nano after a popular agitation had forced the company to move out of West Bengal.. He started a monthly radio programme titled ""Mann Ki Baat"" on 3 October 2014.. International humanitarian aid organisation Medecins Sans Frontieres was among the groups that were put under pressure.. The UK and the European Union refused to admit him because of what they saw as his role in the riots.. It also ordered the government to give alternate 5 acre land to Sunni Waqf Board for the purpose of building a mosque.. He is the first Indian to win the award.. He was also declared winner of the Time magazine readers poll for Person of the Year in 2014 and 2016.. The military budget declined over Modis tenure both as a fraction of GDP and when adjusted for inflation.. He also gave towering performances in Yash Chopras  Trishul and Prakash Mehras Muqaddar Ka Sikandar both of which earned him further Filmfare Best Actor nominations.. The election was described as a referendum on Narendra Modi.. An article in the medical journal Lancet stated that the country ""might have taken a few steps back in public health"" under Modi.. Modi invited all the other leaders of SAARC countries to his swearing in ceremony as prime minister.. In the show he trekked the jungles and talked about nature and wildlife conservation with Grylls."
